Action,Price,USD,Percent,Time
buyOut,4667.59,857.2960281501062,-0.46127074438819804%,2021-11-13 22:48:00
buy,4691.54,857.2960281501062,0%,2021-11-14 08:27:00
buyOut,4671.73,853.6761007237911,-0.4222494106412955%,2021-11-14 09:12:00
buy,4687.12,853.6761007237911,0%,2021-11-15 08:31:00
buyOut,4670.41,850.6326694391015,-0.3565089009882394%,2021-11-15 09:20:00
sell,4492.65,850.6326694391015,0%,2021-11-16 08:11:00
sellOut,4498.39,849.5458650981043,-0.1277642371429133%,2021-11-16 08:14:00
buy,4323.08,849.5458650981043,0%,2021-11-16 22:23:00
buyOut,4325.02,849.9271023128426,0.04487541290008057%,2021-11-16 22:54:00
sell,4184.87,849.9271023128426,0%,2021-11-17 22:46:00
sellOut,4162.03,854.5657971867158,0.5457756154910509%,2021-11-17 23:36:00
buy,4058.03,854.5657971867158,0%,2021-11-19 08:36:00
buyOut,4076.29,858.4111042585288,0.4499720307636901%,2021-11-19 08:45:00
sell,4210.24,858.4111042585288,0%,2021-11-22 08:14:00
sellOut,4228.66,854.6555149000974,-0.4375047503230256%,2021-11-22 08:19:00
sell,4232.33,854.6555149000974,0%,2021-11-22 22:52:00
sellOut,4250.39,851.0085689863582,-0.4267153081163322%,2021-11-22 23:15:00
buy,4125.91,851.0085689863582,0%,2021-11-23 08:26:00
buyOut,4112.26,848.1931253710919,-0.3308361064589316%,2021-11-23 08:35:00
buy,4235.87,848.1931253710919,0%,2021-11-23 22:48:00
buyOut,4304.07,861.8495338893675,1.6100588544974093%,2021-11-23 23:14:00
buy,4326.18,861.8495338893675,0%,2021-11-25 08:47:00
buyOut,4308.2,858.2676083524433,-0.41560915172277335%,2021-11-25 08:51:00
buy,4098.27,858.2676083524433,0%,2021-11-27 08:41:00
buyOut,4081.83,854.8247118421317,-0.40114487332461035%,2021-11-27 08:48:00
buy,4350.61,854.8247118421317,0%,2021-11-29 08:29:00
buyOut,4351.85,855.068351847254,0.028501750329290587%,2021-11-29 08:37:00
buy,4685.75,855.068351847254,0%,2021-12-01 08:10:00
buyOut,4664.14,851.1249005142937,-0.4611855092567785%,2021-12-01 08:14:00
buy,4740.45,851.1249005142937,0%,2021-12-01 22:27:00
buyOut,4738.58,850.7891510466352,-0.039447731755426485%,2021-12-01 22:48:00
buy,4585.29,850.7891510466352,0%,2021-12-02 22:47:00
buyOut,4608.01,855.0047905180273,0.49549755849684907%,2021-12-02 23:09:00
sell,4536.37,855.0047905180273,0%,2021-12-03 22:52:00
sellOut,4508.76,860.2086610722816,0.608636420750508%,2021-12-03 23:18:00
sell,4160.22,860.2086610722816,0%,2021-12-04 08:47:00
sellOut,4172.5,857.6695255558985,-0.29517669738619023%,2021-12-04 08:49:00
buy,4012.0,857.6695255558985,0%,2021-12-04 22:47:00
buyOut,4040.23,863.7044235385613,0.7036390827517502%,2021-12-04 23:16:00
sell,4077.09,863.7044235385613,0%,2021-12-05 08:34:00
sellOut,4097.59,859.3616347645728,-0.5028096019464856%,2021-12-05 08:36:00
sell,4145.16,859.3616347645728,0%,2021-12-05 22:10:00
sellOut,4152.76,857.7860264830563,-0.18334636057475429%,2021-12-05 22:15:00
sell,4155.47,857.7860264830563,0%,2021-12-06 08:13:00
sellOut,4133.7,862.2798627510443,0.5238877912727147%,2021-12-06 08:24:00
buy,4392.25,862.2798627510443,0%,2021-12-07 22:44:00
buyOut,4394.99,862.817775398079,0.062382605725996854%,2021-12-07 23:07:00
buy,4347.01,862.817775398079,0%,2021-12-08 22:15:00
buyOut,4385.45,870.4475520230009,0.8842859804785164%,2021-12-08 22:31:00
sell,4250.14,870.4475520230009,0%,2021-12-09 22:47:00
sellOut,4239.62,872.6020947550714,0.2475212581232733%,2021-12-09 23:05:00
buy,4174.5,872.6020947550714,0%,2021-12-10 08:32:00
buyOut,4171.39,871.9520067170578,-0.07449994011258232%,2021-12-10 08:39:00
sell,4118.64,871.9520067170578,0%,2021-12-10 22:45:00
sellOut,4050.12,886.4582882809365,1.663655964104671%,2021-12-10 23:00:00
sell,3859.67,886.4582882809365,0%,2021-12-11 08:10:00
sellOut,3872.6,883.488628784795,-0.3350027333943073%,2021-12-11 08:15:00
sell,4076.38,883.488628784795,0%,2021-12-13 08:54:00
sellOut,4006.78,898.5732893324921,1.7073972495204037%,2021-12-13 09:31:00
sell,3923.02,898.5732893324921,0%,2021-12-13 22:18:00
sellOut,3922.29,898.7404968667929,0.018608113137330573%,2021-12-13 22:57:00
buy,3818.88,898.7404968667929,0%,2021-12-14 08:32:00
buyOut,3812.04,897.1307618139583,-0.17911010558069318%,2021-12-14 08:38:00
sell,3769.19,897.1307618139583,0%,2021-12-15 22:47:00
sellOut,3735.84,905.0686240354158,0.8848054887124257%,2021-12-15 23:21:00
sell,3763.66,905.0686240354158,0%,2021-12-17 22:06:00
sellOut,3773.05,902.810557584224,-0.24949118677033422%,2021-12-17 22:13:00
sell,3838.72,902.810557584224,0%,2021-12-18 08:10:00
sellOut,3853.85,899.2522038266565,-0.3941417972657568%,2021-12-18 08:15:00
buy,3827.39,899.2522038266565,0%,2021-12-20 22:39:00
buyOut,3806.63,894.3746042741046,-0.5424061828034232%,2021-12-20 22:40:00
buy,4004.61,894.3746042741046,0%,2021-12-22 22:48:00
buyOut,3988.48,890.7721904642851,-0.40278578937774645%,2021-12-22 23:06:00
sell,3935.94,890.7721904642851,0%,2021-12-23 08:17:00
sellOut,3934.41,891.1184562740816,0.03887254378878158%,2021-12-23 08:40:00
sell,3589.88,891.1184562740816,0%,2021-12-30 08:18:00
sellOut,3610.57,885.9825629126569,-0.5763423847036764%,2021-12-30 08:22:00
buy,3725.8,885.9825629126569,0%,2022-01-01 08:48:00
buyOut,3729.7,886.9099696428516,0.10467550593160624%,2022-01-01 09:46:00
